id,name,university,domain,depts,field,dupct,url
21143,Alexandra Scupham,Iowa State University,iastate.edu,Veterinary Microbiology and Preventative Medicine</li><li>Pathobiology</li><li>Veterinary Medicine</li><li>Veterinary Medical Science</li><li>Veterinary Pathology</li><li>Veterinary Clinical Sciences</li><li>Comparative and Veterinary Medicine</li><li>Veterinary Preventive Medicine</li><li>Veterinary Pathobiology</li><li>Veterinary Clinical Medicine,Veterinary Medicine,1,http://www.micrograd.iastate.edu/content/alexandra-scupham
21376,Cynthia N Fletcher,Iowa State University,iastate.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.extension.iastate.edu/author/cynthia-needles-fletcher
21485,Doug Gentile,Iowa State University,iastate.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://public.psych.iastate.edu/dgentile/
21524,Eric A Abbott,Iowa State University,iastate.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.jlmc.iastate.edu/faculty/abbott.shtml
21758,Jean D Opsomer,Iowa State University,iastate.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://lib.dr.iastate.edu/card_workingpapers/226/
22127,Max Guyll,Iowa State University,iastate.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://public.psych.iastate.edu/guyll/
22178,Mike Duffy,Iowa State University,iastate.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.extension.iastate.edu/author/michael-duffy
22351,Robert Hollinger,Iowa State University,iastate.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://courses.elo.iastate.edu/PHIL/350/XA/2012/spring/overview
22694,William S Robinson,Iowa State University,iastate.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.public.iastate.edu/~wsrob/homepage.html
22718,Yiu T Poon,Iowa State University,iastate.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,2,http://orion.math.iastate.edu/ytpoon/
22748,Ahmet Hoke,Johns Hopkins University,jhu.edu,Veterinary Microbiology and Preventative Medicine</li><li>Pathobiology</li><li>Veterinary Medicine</li><li>Veterinary Medical Science</li><li>Veterinary Pathology</li><li>Veterinary Clinical Sciences</li><li>Comparative and Veterinary Medicine</li><li>Veterinary Preventive Medicine</li><li>Veterinary Pathobiology</li><li>Veterinary Clinical Medicine,Veterinary Medicine,1,http://neuroscience.jhu.edu/resources/directory/faculty
22854,Cherie Marvel,Johns Hopkins University,jhu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://web.jhu.edu/administration/provost/Archived%20Pages/Pura%20Archive/recipients2012
22882,Curtis Meinert,Johns Hopkins University,jhu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://webapps.jhu.edu/namedprofessorships/professorshipdetail.cfm?professorshipID=352
22958,Elizabeth Jordan,Johns Hopkins University,jhu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://muse.jhu.edu/journals/american_literary_realism/v040/40.1roggenkamp.html
23029,Holly Taylor,Johns Hopkins University,jhu.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://muse.jhu.edu/journals/american_journal_of_bioethics/related/v003/3.4taylor.html
23051,Jacquelyn Campbell,Johns Hopkins University,jhu.edu,"Nursing Science</li><li>Nursing</li><li>Nursing Studies</li><li>Nursing and Healthcare Innovation</li><li>Environmental and Occupational Health Sciences</li><li>Nursing Research and Science</li><li>Nursing-Women, Children and Family Health Science</li><li>Women, Child and Family Health Science Nursing</li><li>Nursing Science and Theory Development</li><li>Nursing Research",Nursing,2,http://nursing.jhu.edu/faculty_research/faculty/faculty-directory/community-publichealth/jacquelyn-campbell
23872,Daniel Ilgen,Michigan State University,msu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://broad.msu.edu/facultystaff/ilgen/
24060,Francisco A Villarruel,Michigan State University,msu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://scholars.opb.msu.edu/expert.asp?u_id=2551
24130,Gloria Smith,Michigan State University,msu.edu,Ethnic Studies</li><li>American Indian Studies</li><li>African American Studies</li><li>African American and African Studies</li><li>African and African American Studies</li><li>Native American Studies</li><li>Chicana and Chicano Studies</li><li>African-American Studies</li><li>Hispanic Cultural Studies</li><li>Hispanic Studies,"Race, Ethnicity and Post-Colonial Studies",1,http://brs.vps.msu.edu/comittee.html
24196,Indrek Wichman,Michigan State University,msu.edu,Mechanical Engineering</li><li>Mechanical and Aerospace Engineering</li><li>Engineering Sciences (Mechanical Engineering)</li><li>Mechanical Engineering and Materials Science</li><li>Mechanical and Aeronautical Engineering</li><li>Mechanical Science and Engineering</li><li>Mechanical Engineering and Applied Mechanics</li><li>Engineering Mechanics</li><li>Theoretical and Applied Mechanics</li><li>Engineering Sciences (Applied Mechanics),Mechanical Engineering,3,http://www.egr.msu.edu/people/profile/wichman
24219,James C Anthony,Michigan State University,msu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.epi.msu.edu/faculty/anthony/default.html
24282,Jeffrey T Grabill,Michigan State University,msu.edu,"Rhetoric, Composition and the Teaching of English</li><li>Rhetoric</li><li>Rhetoric and Scientific and Technical Communication</li><li>Rhetoric and Writing</li><li>Rhetoric and Professional Communication",Rhetoric and Composition,1,http://wrac.msu.edu/people/jeff-grabill/
24320,Joann Mcfall,Michigan State University,msu.edu,Social Welfare</li><li>Social Work,Social Work,1,https://socialwork.msu.edu/about/cv/McFall.pdf
24327,Joel T Nigg,Michigan State University,msu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://msutoday.msu.edu/news/2002/msu-study-looks-at-adhd-in-adults-and-teenagers/
24420,Julie Brockman,Michigan State University,msu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://scholars.opb.msu.edu/expert.asp?u_id=435
24644,Mark Schroder,Michigan State University,msu.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://broad.msu.edu/facultystaff/schroder/
24651,Marsha Carolan,Michigan State University,msu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,https://hdfs.msu.edu/people/faculty/carolan-marsha-phd
25059,Sanja K Ivkovich,Michigan State University,msu.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://cj.msu.edu/home/people/
25124,Soma Chaudhuri,Michigan State University,msu.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,https://vaw.msu.edu/people/chaudhuri/
25858,Dale J Allen,University of Maryland College Park,umd.edu,"Oceanography</li><li>Atmospheric Sciences</li><li>Earth and Atmospheric Sciences</li><li>Earth, Atmospheric and Planetary Sciences</li><li>Earth and Ocean Sciences</li><li>Earth, Ocean and Atmospheric Science</li><li>Atmospheric and Oceanic Sciences</li><li>Ocean Sciences</li><li>Meteorology",Oceanography and Atmospheric Sciences and Meteorology,2,http://www.atmos.umd.edu/~allen/papers.html
25928,David Kirk,University of Maryland College Park,umd.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.ccjs.umd.edu/news/former-ccjs-professor-david-kirk-featured-new-yorker-magazine
26073,Elbert D Glover,University of Maryland College Park,umd.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://sph.umd.edu/department/bch/faculty/people/elbert-d-glover
